year,retro_id,lahman_id,bbr_id,city,team,name
1987,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1987,CAL,CAL,CAL,California,Angels,California Angels
1987,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1987,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1987,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1987,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1987,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1987,HOU,HOU,HOU,Houston,Astros,Houston Astros
1987,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1987,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1987,MIL,ML4,MIL,Milwaukee,Brewers,Milwaukee Brewers
1987,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1987,MON,MON,MON,Montreal,Expos,Montreal Expos
1987,NYA,NYA,NYY,New York,Yankees,New York Yankees
1987,NYN,NYN,NYM,New York,Mets,New York Mets
1987,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1987,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1987,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1987,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1987,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1987,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1987,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1987,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1987,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1988,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1988,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1988,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1988,CAL,CAL,CAL,California,Angels,California Angels
1988,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1988,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1988,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1988,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1988,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1988,HOU,HOU,HOU,Houston,Astros,Houston Astros
1988,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1988,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1988,MIL,ML4,MIL,Milwaukee,Brewers,Milwaukee Brewers
1988,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1988,MON,MON,MON,Montreal,Expos,Montreal Expos
1988,NYA,NYA,NYY,New York,Yankees,New York Yankees
1988,NYN,NYN,NYM,New York,Mets,New York Mets
1988,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1988,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1988,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1988,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1988,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1988,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1988,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1988,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1988,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1989,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1989,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1989,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1989,CAL,CAL,CAL,California,Angels,California Angels
1989,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1989,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1989,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1989,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1989,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1989,HOU,HOU,HOU,Houston,Astros,Houston Astros
1989,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1989,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1989,MIL,ML4,MIL,Milwaukee,Brewers,Milwaukee Brewers
1989,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1989,MON,MON,MON,Montreal,Expos,Montreal Expos
1989,NYA,NYA,NYY,New York,Yankees,New York Yankees
1989,NYN,NYN,NYM,New York,Mets,New York Mets
1989,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1989,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1989,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1989,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1989,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1989,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1989,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1989,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1989,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1990,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1990,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1990,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1990,CAL,CAL,CAL,California,Angels,California Angels
1990,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1990,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1990,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1990,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1990,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1990,HOU,HOU,HOU,Houston,Astros,Houston Astros
1990,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1990,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1990,MIL,ML4,MIL,Milwaukee,Brewers,Milwaukee Brewers
1990,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1990,MON,MON,MON,Montreal,Expos,Montreal Expos
1990,NYA,NYA,NYY,New York,Yankees,New York Yankees
1990,NYN,NYN,NYM,New York,Mets,New York Mets
1990,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1990,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1990,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1990,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1990,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1990,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1990,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1990,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1990,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1991,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1991,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1991,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1991,CAL,CAL,CAL,California,Angels,California Angels
1991,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1991,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1991,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1991,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1991,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1991,HOU,HOU,HOU,Houston,Astros,Houston Astros
1991,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1991,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1991,MIL,ML4,MIL,Milwaukee,Brewers,Milwaukee Brewers
1991,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1991,MON,MON,MON,Montreal,Expos,Montreal Expos
1991,NYA,NYA,NYY,New York,Yankees,New York Yankees
1991,NYN,NYN,NYM,New York,Mets,New York Mets
1991,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1991,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1991,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1991,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1991,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1991,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1991,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1991,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1991,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1992,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1992,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1992,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1992,CAL,CAL,CAL,California,Angels,California Angels
1992,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1992,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1992,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1992,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1992,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1992,HOU,HOU,HOU,Houston,Astros,Houston Astros
1992,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1992,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1992,MIL,ML4,MIL,Milwaukee,Brewers,Milwaukee Brewers
1992,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1992,MON,MON,MON,Montreal,Expos,Montreal Expos
1992,NYA,NYA,NYY,New York,Yankees,New York Yankees
1992,NYN,NYN,NYM,New York,Mets,New York Mets
1992,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1992,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1992,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1992,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1992,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1992,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1992,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1992,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1992,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1993,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1993,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1993,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1993,CAL,CAL,CAL,California,Angels,California Angels
1993,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1993,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1993,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1993,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1993,COL,COL,COL,Colorado,Rockies,Colorado Rockies
1993,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1993,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
1993,HOU,HOU,HOU,Houston,Astros,Houston Astros
1993,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1993,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1993,MIL,ML4,MIL,Milwaukee,Brewers,Milwaukee Brewers
1993,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1993,MON,MON,MON,Montreal,Expos,Montreal Expos
1993,NYA,NYA,NYY,New York,Yankees,New York Yankees
1993,NYN,NYN,NYM,New York,Mets,New York Mets
1993,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1993,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1993,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1993,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1993,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1993,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1993,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1993,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1993,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1994,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1994,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1994,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1994,CAL,CAL,CAL,California,Angels,California Angels
1994,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1994,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1994,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1994,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1994,COL,COL,COL,Colorado,Rockies,Colorado Rockies
1994,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1994,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
1994,HOU,HOU,HOU,Houston,Astros,Houston Astros
1994,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1994,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1994,MIL,ML4,MIL,Milwaukee,Brewers,Milwaukee Brewers
1994,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1994,MON,MON,MON,Montreal,Expos,Montreal Expos
1994,NYA,NYA,NYY,New York,Yankees,New York Yankees
1994,NYN,NYN,NYM,New York,Mets,New York Mets
1994,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1994,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1994,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1994,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1994,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1994,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1994,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1994,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1994,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1995,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1995,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1995,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1995,CAL,CAL,CAL,California,Angels,California Angels
1995,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1995,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1995,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1995,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1995,COL,COL,COL,Colorado,Rockies,Colorado Rockies
1995,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1995,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
1995,HOU,HOU,HOU,Houston,Astros,Houston Astros
1995,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1995,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1995,MIL,ML4,MIL,Milwaukee,Brewers,Milwaukee Brewers
1995,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1995,MON,MON,MON,Montreal,Expos,Montreal Expos
1995,NYA,NYA,NYY,New York,Yankees,New York Yankees
1995,NYN,NYN,NYM,New York,Mets,New York Mets
1995,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1995,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1995,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1995,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1995,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1995,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1995,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1995,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1995,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1996,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1996,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1996,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1996,CAL,CAL,CAL,California,Angels,California Angels
1996,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1996,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1996,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1996,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1996,COL,COL,COL,Colorado,Rockies,Colorado Rockies
1996,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1996,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
1996,HOU,HOU,HOU,Houston,Astros,Houston Astros
1996,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1996,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1996,MIL,ML4,MIL,Milwaukee,Brewers,Milwaukee Brewers
1996,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1996,MON,MON,MON,Montreal,Expos,Montreal Expos
1996,NYA,NYA,NYY,New York,Yankees,New York Yankees
1996,NYN,NYN,NYM,New York,Mets,New York Mets
1996,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1996,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1996,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1996,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1996,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1996,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1996,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1996,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1996,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1997,ANA,ANA,ANA,Anaheim,Angels,Anaheim Angels
1997,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1997,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1997,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1997,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1997,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1997,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1997,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1997,COL,COL,COL,Colorado,Rockies,Colorado Rockies
1997,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1997,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
1997,HOU,HOU,HOU,Houston,Astros,Houston Astros
1997,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1997,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1997,MIL,ML4,MIL,Milwaukee,Brewers,Milwaukee Brewers
1997,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1997,MON,MON,MON,Montreal,Expos,Montreal Expos
1997,NYA,NYA,NYY,New York,Yankees,New York Yankees
1997,NYN,NYN,NYM,New York,Mets,New York Mets
1997,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1997,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1997,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1997,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1997,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1997,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1997,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1997,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1997,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1998,ANA,ANA,ANA,Anaheim,Angels,Anaheim Angels
1998,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
1998,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1998,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1998,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1998,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1998,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1998,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1998,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1998,COL,COL,COL,Colorado,Rockies,Colorado Rockies
1998,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1998,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
1998,HOU,HOU,HOU,Houston,Astros,Houston Astros
1998,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1998,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1998,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
1998,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1998,MON,MON,MON,Montreal,Expos,Montreal Expos
1998,NYA,NYA,NYY,New York,Yankees,New York Yankees
1998,NYN,NYN,NYM,New York,Mets,New York Mets
1998,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1998,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1998,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1998,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1998,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1998,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1998,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1998,TBA,TBA,TBD,Tampa Bay,Devil Rays,Tampa Bay Devil Rays
1998,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1998,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
1999,ANA,ANA,ANA,Anaheim,Angels,Anaheim Angels
1999,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
1999,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
1999,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
1999,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
1999,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
1999,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
1999,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
1999,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
1999,COL,COL,COL,Colorado,Rockies,Colorado Rockies
1999,DET,DET,DET,Detroit,Tigers,Detroit Tigers
1999,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
1999,HOU,HOU,HOU,Houston,Astros,Houston Astros
1999,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
1999,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
1999,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
1999,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
1999,MON,MON,MON,Montreal,Expos,Montreal Expos
1999,NYA,NYA,NYY,New York,Yankees,New York Yankees
1999,NYN,NYN,NYM,New York,Mets,New York Mets
1999,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
1999,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
1999,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
1999,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
1999,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
1999,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
1999,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
1999,TBA,TBA,TBD,Tampa Bay,Devil Rays,Tampa Bay Devil Rays
1999,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
1999,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2000,ANA,ANA,ANA,Anaheim,Angels,Anaheim Angels
2000,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2000,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2000,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2000,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2000,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2000,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2000,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2000,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2000,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2000,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2000,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2000,HOU,HOU,HOU,Houston,Astros,Houston Astros
2000,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2000,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2000,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2000,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2000,MON,MON,MON,Montreal,Expos,Montreal Expos
2000,NYA,NYA,NYY,New York,Yankees,New York Yankees
2000,NYN,NYN,NYM,New York,Mets,New York Mets
2000,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2000,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2000,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2000,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2000,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2000,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2000,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
2000,TBA,TBA,TBD,Tampa Bay,Devil Rays,Tampa Bay Devil Rays
2000,TEX,TEX,TEX,Texas,Rangers,Texas Rangers
2000,TOR,TOR,TOR,Toronto,Blue Jays,Toronto Blue Jays
2001,ANA,ANA,ANA,Anaheim,Angels,Anaheim Angels
2001,ARI,ARI,ARI,Arizona,Diamondbacks,Arizona Diamondbacks
2001,ATL,ATL,ATL,Atlanta,Braves,Atlanta Braves
2001,BAL,BAL,BAL,Baltimore,Orioles,Baltimore Orioles
2001,BOS,BOS,BOS,Boston,Red Sox,Boston Red Sox
2001,CHA,CHA,CHW,Chicago,White Sox,Chicago White Sox
2001,CHN,CHN,CHC,Chicago,Cubs,Chicago Cubs
2001,CIN,CIN,CIN,Cincinnati,Reds,Cincinnati Reds
2001,CLE,CLE,CLE,Cleveland,Indians,Cleveland Indians
2001,COL,COL,COL,Colorado,Rockies,Colorado Rockies
2001,DET,DET,DET,Detroit,Tigers,Detroit Tigers
2001,FLO,FLO,FLA,Florida,Marlins,Florida Marlins
2001,HOU,HOU,HOU,Houston,Astros,Houston Astros
2001,KCA,KCA,KCR,Kansas City,Royals,Kansas City Royals
2001,LAN,LAN,LAD,Los Angeles,Dodgers,Los Angeles Dodgers
2001,MIL,MIL,MIL,Milwaukee,Brewers,Milwaukee Brewers
2001,MIN,MIN,MIN,Minnesota,Twins,Minnesota Twins
2001,MON,MON,MON,Montreal,Expos,Montreal Expos
2001,NYA,NYA,NYY,New York,Yankees,New York Yankees
2001,NYN,NYN,NYM,New York,Mets,New York Mets
2001,OAK,OAK,OAK,Oakland,Athletics,Oakland Athletics
2001,PHI,PHI,PHI,Philadelphia,Phillies,Philadelphia Phillies
2001,PIT,PIT,PIT,Pittsburgh,Pirates,Pittsburgh Pirates
2001,SDN,SDN,SDP,San Diego,Padres,San Diego Padres
2001,SEA,SEA,SEA,Seattle,Mariners,Seattle Mariners
2001,SFN,SFN,SFG,San Francisco,Giants,San Francisco Giants
2001,SLN,SLN,STL,St. Louis,Cardinals,St. Louis Cardinals
