player,fullname,firstname,lastname,suffix,givenname,nickname,matrilineal
COLVT001,Tyler Colvin,Tyler,Colvin,,Tyler Eugene,,
COLYS001,Steve Colyer,Steve,Colyer,,Stephen Edward,,
COMBG101,Geoff Combe,Geoff,Combe,,Geoffrey Wade,,
COMBP001,Pat Combs,Pat,Combs,,Patrick Dennis,,
COMES001,Steve Comer,Steve,Comer,,Steven Michael,,
COMEW101,Wayne Comer,Wayne,Comer,,Harry Wayne,,
COMPC101,Clint Compton,Clint,Compton,,Robert Clinton,,
COMPM101,Mike Compton,Mike,Compton,,Michael Lynn,,
COMSK001,Keith Comstock,Keith,Comstock,,Keith Martin,,
CONCD001,Dave Concepcion,Dave,Concepcion,,David Ismael,,Benitez
CONCG001,Gerardo Concepcion,Gerardo,Concepcion,,Gerardo,,Perez
CONCO001,Onix Concepcion,Onix,Concepcion,,Onix Cardona,,Cardona
CONDC001,Clay Condrey,Clay,Condrey,,Clayton Lee,,
CONED001,David Cone,David,Cone,,David Brian,,
CONFM001,Michael Conforto,Michael,Conforto,,Michael Thomas,,
CONGH001,Hank Conger,Hank,Conger,,Hyun Choi,,
CONIB101,Billy Conigliaro,Billy,Conigliaro,,William Michael,,
CONIJ001,Jeff Conine,Jeff,Conine,,Jeffrey Guy,,
CONIT101,Tony Conigliaro,Tony,Conigliaro,,Anthony Richard,,
CONLA001,Adam Conley,Adam,Conley,,Adam Michael,,
CONLP001,P. J. Conlon,P. J.,Conlon,,Patrick Joshua,,
CONNB101,Bill Connors III,Bill,Connors,III,William Joseph,,
CONNE102,Ed Connolly Jr.,Ed,Connolly,Jr.,Edward Joseph,,
CONNF001,Fritzie Connally,Fritzie,Connally,,Fritzie Lee,,
CONNS001,Steve Connelly,Steve,Connelly,,Steven Lee,,
CONRB001,Brooks Conrad,Brooks,Conrad,,Brooks Litchfield,,
CONRT001,Tim Conroy,Tim,Conroy,,Timothy James,,
CONSJ001,Jose Constanza,Jose,Constanza,,Jose G.,,
CONTC001,Carlos Contreras,Carlos,Contreras,,Carlos Manuel,,
CONTJ001,Jason Conti,Jason,Conti,,Stanley Jason,,
CONTJ002,Jose Contreras,Jose,Contreras,,Jose Ariel,,
CONTN101,Nardi Contreras,Nardi,Contreras,,Arnaldo Juan,,
CONTW001,Willson Contreras,Willson,Contreras,,Willson Eduardo,,
CONVJ001,Jim Converse,Jim,Converse,,James Daniel,,
COOKA001,Andy Cook,Andy,Cook,,Andrew Bernard,,
COOKA002,Aaron Cook,Aaron,Cook,,Aaron Lane,,
COOKB001,Brent Cookson,Brent,Cookson,,Brent Adam,,
COOKD001,Dennis Cook,Dennis,Cook,,Dennis Bryan,,
COOKG001,Glen Cook,Glen,Cook,,Glen Patrick,,
COOKM001,Mike Cook,Mike,Cook,,Michael Horace,,
COOKR001,Ryan Cook,Ryan,Cook,,Ryan William,,
COOKR101,Ron Cook,Ron,Cook,,Ronald Wayne,,
COOKS001,Steve Cooke,Steve,Cooke,,Steven Montague,,
COOLM001,Mike Coolbaugh,Mike,Coolbaugh,,Michael Robert,,
COOLS001,Scott Coolbaugh,Scott,Coolbaugh,,Scott Robert,,
COOMD101,Danny Coombs,Danny,Coombs,,Daniel Bernard,,
COOMR001,Ron Coomer,Ron,Coomer,,Ronald Bryan,,
COONT001,Tim Cooney,Tim,Cooney,,Timothy Manus,,
COOPB001,Brian Cooper,Brian,Cooper,,Brian John,,
COOPC001,Cecil Cooper,Cecil,Cooper,,Cecil Celester,,
COOPD001,Don Cooper,Don,Cooper,,Donald James,,
COOPD002,David Cooper,David,Cooper,,David Fletcher,,
COOPG001,Gary Cooper,Gary,Cooper,,Gary Clifton,,
COOPG002,Garrett Cooper,Garrett,Cooper,,Garrett Nicholas,,
COOPG101,Gary Cooper,Gary,Cooper,,Gary Nathaniel,,
COOPS001,Scott Cooper,Scott,Cooper,,Scott Kendrick,,
COPES001,Scott Copeland,Scott,Copeland,,Scott Reast,,
COPPR001,Rocky Coppinger,Rocky,Coppinger,,John Thomas,,
COQUT001,Trace Coquillette,Trace,Coquillette,,Trace Robert,,
CORAA001,Alex Cora,Alex,Cora,,Jose Alexander,,
CORAJ001,Joey Cora,Joey,Cora,,Jose Manuel,,Amaro
CORBA001,Archie Corbin,Archie,Corbin,,Archie Ray,,
CORBD001,Doug Corbett,Doug,Corbett,,Douglas Mitchell,,
CORBP001,Patrick Corbin,Patrick,Corbin,,Patrick Alan,,
CORBR101,Ray Corbin,Ray,Corbin,,Alton Ray,,
CORBS001,Sherman Corbett,Sherman,Corbett,,Sherman Stanley,,
CORCD001,Daniel Corcino,Daniel,Corcino,,Daniel,,
CORCR001,Roy Corcoran,Roy,Corcoran,,Roy Elliot,,
CORCT001,Tim Corcoran,Tim,Corcoran,,Timothy Michael,,
CORCT002,Tim Corcoran,Tim,Corcoran,,Timothy Hugh,,
CORDA001,Allen Cordoba,Allen,Cordoba,,Allen Octavio,,Pose
CORDC001,Chad Cordero,Chad,Cordero,,Chad Patrick,,
CORDE001,Erik Cordier,Erik,Cordier,,Erik Michael,,
CORDF001,Francisco Cordova,Francisco,Cordova,,Francisco,,
CORDF002,Francisco Cordero,Francisco,Cordero,,Francisco Javier,,
CORDF003,Franchy Cordero,Franchy,Cordero,,Franchy,,Vargas
CORDJ001,Jimmy Cordero,Jimmy,Cordero,,Jimmy Gerard,,
CORDM001,Marty Cordova,Marty,Cordova,,Martin Kevin,,
CORDR001,Ryan Cordell,Ryan,Cordell,,Ryan Thomas,,
CORDW001,Wil Cordero,Wil,Cordero,,Wilfredo,,Nieva
COREB001,Bryan Corey,Bryan,Corey,,Bryan Scott,,
COREM001,Mark Corey,Mark,Corey,,Mark Franklin,,
COREM101,Mark Corey,Mark,Corey,,Mark Mundell,,
CORKM101,Mike Corkins,Mike,Corkins,,Michael Patrick,,
CORML001,Lance Cormier,Lance,Cormier,,Lance Robert,,
CORMR001,Rheal Cormier,Rheal,Cormier,,Rheal Paul,,
CORNB001,Brad Cornett,Brad,Cornett,,Brad Byron,,
CORNJ001,Jeff Cornell,Jeff,Cornell,,Jeffrey Ray,,
CORNJ002,John Cornely,John,Cornely,,John Francis,,
CORNM101,Mardie Cornejo,Mardie,Cornejo,,Nieves Mardie,,
CORNN001,Nate Cornejo,Nate,Cornejo,,Nathan John,,
CORNR001,Reid Cornelius,Reid,Cornelius,,Jonathan Reid,,
CORNT101,Terry Cornutt,Terry,Cornutt,,Terry Stanton,,
CORPC001,Carlos Corporan,Carlos,Corporan,,Carlos Fernando,,
CORPM001,Manny Corpas,Manny,Corpas,,Manuel,,
CORRC001,Carlos Correa,Carlos,Correa,,Carlos Javier,,
CORRE001,Ed Correa,Ed,Correa,,Edwin Josue,,Andino
CORRK001,Kevin Correia,Kevin,Correia,,Kevin John,,
CORRP102,Pat Corrales,Pat,Corrales,,Patrick,Ike,
CORRR001,Rod Correia,Rod,Correia,,Ronald Douglas,,
CORRV101,Vic Correll,Vic,Correll,,Victor Crosby,,
CORSJ001,Jim Corsi,Jim,Corsi,,James Bernard,,
CORTB101,Barry Cort,Barry,Cort,,Barry Lee,,
CORTD001,David Cortes,David,Cortes,,David Cardenas,,
CORTD002,Dan Cortes,Dan,Cortes,,Daniel Adam,,
CORTF001,Fernando Cortez,Fernando,Cortez,,Fernando,,
CORTN001,Nestor Cortes,Nestor,Cortes,,Nestor,,
COSAJ001,Jarred Cosart,Jarred,Cosart,,Jarred Lynn,,
COSER101,Ray Cosey,Ray,Cosey,,Donald Ray,,
COSGM101,Mike Cosgrove,Mike,Cosgrove,,Michael John,,
COSMJ101,Jim Cosman,Jim,Cosman,,James Henry,,
COSTC001,Chris Coste,Chris,Coste,,Christopher Robert,,
COSTJ001,John Costello,John,Costello,,John Reilly,,
COSTM001,Mike Costanzo,Mike,Costanzo,,Michael A.,,
COSTS001,Shane Costa,Shane,Costa,,Shane Jeremy,,
COSTT001,Tim Costo,Tim,Costo,,Timothy Roger,,
COTAH001,Humberto Cota,Humberto,Cota,,Humberto Figueroa,,
COTHC001,Caleb Cotham,Caleb,Cotham,,Caleb Kent,,
COTTC101,Chuck Cottier,Chuck,Cottier,,Charles Keith,,
COTTH001,Henry Cotto,Henry,Cotto,,Henry,,
COTTJ001,Jharel Cotton,Jharel,Cotton,,Jharel Leandre,,
COTTN001,Neal Cotts,Neal,Cotts,,Neal James,,
COUCM101,Mike Couchee,Mike,Couchee,,Michael Eugene,,
COULC101,Chip Coulter,Chip,Coulter,,Thomas Lee,,
COULD001,Danny Coulombe,Danny,Coulombe,,Daniel Paul,,
COUNC001,Craig Counsell,Craig,Counsell,,Craig John,,
COURJ001,John Courtright,John,Courtright,,John Charles,,
COUSS001,Scott Cousins,Scott,Cousins,,Scott Michael,,
COUTJ001,Jon Coutlangus,Jon,Coutlangus,,Jonathan Thomas,,
COVED001,Dylan Covey,Dylan,Covey,,Dylan Charles,,
COVIW101,Wes Covington,Wes,Covington,,John Wesley,,
COWAB101,Billy Cowan,Billy,Cowan,,Billy Rolland,,
COWAK001,Kaleb Cowart,Kaleb,Cowart,,Kaleb Bryant,,
COWEA001,Al Cowens,Al,Cowens,,Alfred Edward,A. C.,
COWGC001,Collin Cowgill,Collin,Cowgill,,Collin Brannen,,
COWLJ001,Joe Cowley,Joe,Cowley,,Joseph Alan,,
COX-B103,Bobby Cox,Bobby,Cox,,Robert Joe,,
COX-C101,Casey Cox,Casey,Cox,,Joseph Casey,,
COX-D001,Danny Cox,Danny,Cox,,Danny Bradford,,
COX-D002,Darron Cox,Darron,Cox,,James Darron,,
COX-J101,Jeff Cox,Jeff,Cox,,Jeffrey Lindon,,
COX-J102,Jim Cox,Jim,Cox,,James Charles,,
COX-L101,Larry Cox,Larry,Cox,,Larry Eugene,,
COX-S001,Steve Cox,Steve,Cox,,Charles Steven,,
COX-T101,Ted Cox,Ted,Cox,,William Ted,,
COX-T102,Terry Cox,Terry,Cox,,Terry Lee,,
COZAZ001,Zack Cozart,Zack,Cozart,,Zachary Warren,,
COZED001,Dylan Cozens,Dylan,Cozens,,Dylan Wallace,,
CRABC001,Callix Crabbe,Callix,Crabbe,,Callix Sadeaq,,
CRABT001,Tim Crabtree,Tim,Crabtree,,Timothy Lyle,,
CRADR001,Rickey Cradle,Rickey,Cradle,,Rickey Nelson,,
CRAIA001,Allen Craig,Allen,Craig,,Allen Thomas,,
CRAIJ001,Jesse Crain,Jesse,Crain,,Jesse Alan,,
CRAIP101,Pete Craig,Pete,Craig,,Peter Joel,,
CRAIR001,Rod Craig,Rod,Craig,,Rodney Paul,,
CRAIR101,Roger Craig,Roger,Craig,,Roger Lee,,
CRAMB001,Bobby Cramer,Bobby,Cramer,,Robert Thomas,,
CRAMG101,Jerry Cram,Jerry,Cram,,Gerald Allen,,
CRAND102,Del Crandall,Del,Crandall,,Delmar Wesley,,
CRAVT001,Tyler Cravy,Tyler,Cravy,,Tyler Jay,,
CRAWB001,Brandon Crawford,Brandon,Crawford,,Brandon Michael,,
CRAWC001,Carlos Crawford,Carlos,Crawford,,Carlos Lamonte,,
CRAWC002,Carl Crawford,Carl,Crawford,,Carl Demonte,,
CRAWE001,Evan Crawford,Evan,Crawford,,Evan Shane,,
CRAWJ001,Joe Crawford,Joe,Crawford,,Joseph Randal,,
CRAWJ002,J. P. Crawford,J. P.,Crawford,,John Paul,,
CRAWJ102,Jim Crawford,Jim,Crawford,,James Frederick,Catfish,
CRAWP001,Paxton Crawford,Paxton,Crawford,,Paxton Keith,,
CRAWS001,Steve Crawford,Steve,Crawford,,Steven Ray,,
CRAWW101,Willie Crawford,Willie,Crawford,,Willie Murphy,,
CREDJ001,Joe Crede,Joe,Crede,,Joseph,,
CREED001,Doug Creek,Doug,Creek,,Paul Douglas,,
CREEK001,Keith Creel,Keith,Creel,,Steven Keith,,
CRESC001,Cesar Crespo,Cesar,Crespo,,Cesar Antonio,,Claudio
CRESF001,Felipe Crespo,Felipe,Crespo,,Felipe Javier,,Claudio
CRESJ001,Jack Cressend,Jack,Cressend,,John Baptiste,,
CREWT001,Tim Crews,Tim,Crews,,Stanley Timothy,,
CRICK001,Kyle Crick,Kyle,Crick,,Kyle Daniel,,
CRICS001,Stefan Crichton,Stefan,Crichton,,Stefan Brook,,
CRIDJ101,Jerry Crider,Jerry,Crider,,Jerry Stephen,,
CRIMC001,Chuck Crim,Chuck,Crim,,Charles Robert,,
CRIPD101,Dave Cripe,Dave,Cripe,,David Gordon,,
CRISC001,Coco Crisp,Coco,Crisp,,Covelli Loyce,,
CRISD102,Dave Criscione,Dave,Criscione,,David Gerald,,
CROCK001,Kyle Crockett,Kyle,Crockett,,Kyle Richard,,
CROMD001,D. T. Cromer,D. T.,Cromer,,David Thomas,,
CROMT001,Tripp Cromer,Tripp,Cromer,,Roy Bunyan,,
CROMW101,Warren Cromartie,Warren,Cromartie,,Warren Livingston,,
CRONC001,Chris Cron,Chris,Cron,,Christopher John,,
CRONC002,C. J. Cron,C. J.,Cron,,Christopher John,,
CROSB001,Bubba Crosby,Bubba,Crosby,,Richard Stephen,,
CROSB002,Bobby Crosby,Bobby,Crosby,,Robert Edward,,
CROSC001,Casey Crosby,Casey,Crosby,,Casey W.,,
CROSE101,Ed Crosby,Ed,Crosby,,Edward Carlton,,
CROSK101,Ken Crosby,Ken,Crosby,,Kenneth Stewart,,
CROTM001,Michael Crotta,Michael,Crotta,,Michael John,,
CROUR001,Rich Croushore,Rich,Croushore,,Richard Steven,,
CROUZ001,Zach Crouch,Zach,Crouch,,Zachary Quinn,,
CROWA001,Aaron Crow,Aaron,Crow,,Aaron James,,
CROWD001,Dean Crow,Dean,Crow,,Paul Dean,,
CROWD101,Don Crow,Don,Crow,,Donald Leroy,,
CROWJ001,Jim Crowell,Jim,Crowell,,James Everette,,
CROWT001,Trevor Crowe,Trevor,Crowe,,Trevor Thornton,,
CROWT101,Terry Crowley,Terry,Crowley,,Terrence Michael,,
CROZE001,Eric Crozier,Eric,Crozier,,Eric Le Roi,,
CRUCF001,Francisco Cruceta,Francisco,Cruceta,,Francisco Alberto,,
CRUDM001,Mike Crudale,Mike,Crudale,,Michael Christopher,,
CRUZD001,Deivi Cruz,Deivi,Cruz,,Deivi,,Garcia
CRUZE001,Enrique Cruz,Enrique,Cruz,,Enrique Michael,,
CRUZF001,Fausto Cruz,Fausto,Cruz,,Fausto,,Santiago
CRUZH101,Hector Cruz,Hector,Cruz,,Hector Louis,Heity,Dilan
CRUZH102,Henry Cruz,Henry,Cruz,,Henry,,Acosta
CRUZI001,Ivan Cruz,Ivan,Cruz,,Luis Ivan,,
CRUZJ001,Jose Cruz,Jose,Cruz,,Jose,,Dilan
CRUZJ002,Julio Cruz,Julio,Cruz,,Julio Louis,,
CRUZJ003,Jacob Cruz,Jacob,Cruz,,Jacob,,
CRUZJ004,Jose Cruz,Jose,Cruz,,Jose Luis,,
CRUZJ005,Juan Cruz,Juan,Cruz,,Juan Carlos,,Munoz
CRUZL001,Luis Cruz,Luis,Cruz,,Luis Alfonso,,Bojorquez
CRUZN001,Nelson Cruz,Nelson,Cruz,,Nelson,,
CRUZN002,Nelson Cruz,Nelson,Cruz,,Nelson Ramon,,Martinez
CRUZR001,Rhiner Cruz,Rhiner,Cruz,,Rhiner Allen,,Montero
CRUZT001,Todd Cruz,Todd,Cruz,,Todd Ruben,,
CRUZT002,Tony Cruz,Tony,Cruz,,Arnoldi Anthony,,
CRUZT101,Tommy Cruz,Tommy,Cruz,,Cirilo,,Dilan
CRUZV101,Victor Cruz,Victor,Cruz,,Victor Manuel,,Gil
CUBBM101,Mike Cubbage,Mike,Cubbage,,Michael Lee,,
CUBID001,Darwin Cubillan,Darwin,Cubillan,,Darwin Harrikson,,Salom
CUDDM001,Michael Cuddyer,Michael,Cuddyer,,Michael Brent,,
CUELB101,Bobby Cuellar,Bobby,Cuellar,,Robert,,
CUELM101,Mike Cuellar,Mike,Cuellar,,Miguel Angel,,Santana
CUETJ001,Johnny Cueto,Johnny,Cueto,,Johnny,,Ortiz
CUEVN001,Noel Cuevas,Noel,Cuevas,,Noel A.,,
CUEVW001,William Cuevas,William,Cuevas,,William Enrique,,Osorio
CULBC001,Charlie Culberson,Charlie,Culberson,,Charles Edward,,
CULLJ101,Jack Cullen,Jack,Cullen,,John Patrick,,
CULLT101,Tim Cullen,Tim,Cullen,,Timothy Leo,,
CULMW101,Wil Culmer,Wil,Culmer,,Wilfred Hillard,,
CULPR101,Ray Culp,Ray,Culp,,Raymond Leonard,,
CULVG101,George Culver,George,Culver,,George Raymond,,
CUMBJ101,John Cumberland,John,Cumberland,,John Sheldon,,
CUMMJ001,John Cummings,John,Cummings,,John Russell,,
CUMMM001,Midre Cummings,Midre,Cummings,,Midre Almeric,,
CUMMS001,Steve Cummings,Steve,Cummings,,Steven Brent,,
CUMPB001,Brandon Cumpton,Brandon,Cumpton,,Brandon Tyler,,
CUNNA001,Aaron Cunningham,Aaron,Cunningham,,Aaron R.,,
CUNNB001,Brandon Cunniff,Brandon,Cunniff,,Brandon Michael,,
CUNNJ101,Joe Cunningham,Joe,Cunningham,,Joseph Robert,,
CUNNT001,Todd Cunningham,Todd,Cunningham,,Thomas David,,
CUNNW001,Will Cunnane,Will,Cunnane,,William Joseph,,
CURRL101,Lafayette Currence,Lafayette,Currence,,Delancey Lafayette,,
CURRS001,Steve Curry,Steve,Curry,,Stephen Thomas,,
CURRT101,Tony Curry,Tony,Curry,,George Anthony,,
CURTC001,Chad Curtis,Chad,Curtis,,Chad David,,
CURTC002,Colin Curtis,Colin,Curtis,,Colin Benedict,,
CURTJ001,John Curtis,John,Curtis,,John Duffield,,
CURTJ002,Jermaine Curtis,Jermaine,Curtis,,Jermaine Antwann,,
CURTJ003,John Curtiss,John,Curtiss,,John Pickens,,
CURTZ001,Zac Curtis,Zac,Curtis,,Zachary Aaron,,
CUSTJ001,Jack Cust,Jack,Cust,,John Joseph,,
CUTHC001,Cheslor Cuthbert,Cheslor,Cuthbert,,Cheslor Jesly,,
CUYLM001,Milt Cuyler,Milt,Cuyler,,Milton,,
CYR-E001,Eric Cyr,Eric,Cyr,,Eric,,
CZAJJ001,Jim Czajkowski,Jim,Czajkowski,,James Mark,,
DAALO001,Omar Daal,Omar,Daal,,Omar Jesus,,Cordero
DACQJ101,John D'Acquisto,John,D'Acquisto,,John Francis,,
DADEP101,Paul Dade,Paul,Dade,,Lonnie Paul,,
DAHLD001,David Dahl,David,Dahl,,David Martin,,
DAIGC001,Casey Daigle,Casey,Daigle,,Sean Casey,,
DAILB101,Bill Dailey,Bill,Dailey,,William Garland,,
DALCB101,Bruce Dal Canton,Bruce,Dal Canton,,John Bruce,,
DALEB102,Bud Daley,Bud,Daley,,Leavitt Leo,,
DALEC001,Carl Dale,Carl,Dale,,James Carl,,
DALEM001,Mark Dalesandro,Mark,Dalesandro,,Mark Anthony,,
DALEM002,Matt Daley,Matt,Daley,,Matthew Thomas,,
DALEP001,Pete Dalena,Pete,Dalena,,Peter Martin,,
DALLB001,Brian Dallimore,Brian,Dallimore,,Brian Scott,,
DALRC101,Clay Dalrymple,Clay,Dalrymple,,Clayton Errol,,
DALTM001,Mike Dalton,Mike,Dalton,,Michael Edward,,
DAMIJ001,Jeff D'Amico,Jeff,D'Amico,,Jeffrey Charles,,
DAMIJ002,Jeff D'Amico,Jeff,D'Amico,,Jeffrey Michael,,
DAMOJ001,Johnny Damon,Johnny,Damon,,Johnny David,Caveman,
DANEP001,Pat Daneker,Pat,Daneker,,Patrick Rees,,
DANIB102,Bennie Daniels,Bennie,Daniels,,Bennie,,
DANIK001,Kal Daniels,Kal,Daniels,,Kalvoski,,
DANIT001,Tyler Danish,Tyler,Danish,,Tyler Michael,,
DANKJ001,John Danks,John,Danks,,John William,,
DANKJ002,Jordan Danks,Jordan,Danks,,Jordan Cooper,,
DANTJ001,Jamie D'Antona,Jamie,D'Antona,,James Joseph,,
DARCP101,Pat Darcy,Pat,Darcy,,Patrick Leonard,,
DAREV001,Vic Darensbourg,Vic,Darensbourg,,Victor Anthony,,
DARLR001,Ron Darling,Ron,Darling,,Ronald Maurice,,
DARNC001,Chase d'Arnaud,Chase,d'Arnaud,,Chase Jonathan,,
DARNJ001,James Darnell,James,Darnell,,James Thomas,,
DARNL001,Logan Darnell,Logan,Darnell,,Logan Reece,,
DARNT001,Travis d'Arnaud,Travis,d'Arnaud,,Travis E.,,
DARRM001,Mike Darr,Mike,Darr,,Michael Curtis,,
DARRM101,Mike Darr,Mike,Darr,,Michael Edward,,
DARVY001,Yu Darvish,Yu,Darvish,,Sefat Farid Yu,,
DARWB101,Bobby Darwin,Bobby,Darwin,,Arthur Bobby Lee,,
DARWD001,Danny Darwin,Danny,Darwin,,Daniel Wayne,Bonham Bullet; Dr. Death,
DARWJ001,Jeff Darwin,Jeff,Darwin,,Jeffrey Scott,,
DASCD001,Doug Dascenzo,Doug,Dascenzo,,Douglas Craig,,
DATZJ001,Jeff Datz,Jeff,Datz,,Jeffrey William,,
DAUBB001,Brian Daubach,Brian,Daubach,,Brian Michael,,
DAUER001,Rich Dauer,Rich,Dauer,,Richard Fremont,,
DAUGJ001,Jack Daugherty,Jack,Daugherty,,John Michael,,
DAULD001,Darren Daulton,Darren,Daulton,,Darren Arthur,,
DAVAJ001,Jeff DaVanon,Jeff,DaVanon,,Jeffrey Graham,,
DAVAJ101,Jerry DaVanon,Jerry,DaVanon,,Frank Gerald,,
DAVAV101,Vic Davalillo,Vic,Davalillo,,Victor Jose,,Romero
DAVEJ001,Joe Davenport,Joe,Davenport,,Joseph Jonathan,,
DAVEJ101,Jim Davenport,Jim,Davenport,,James Houston,,
DAVEM101,Mike Davey,Mike,Davey,,Michael Gerard,,
DAVET001,Tom Davey,Tom,Davey,,Thomas Joseph,,
DAVIA001,Andre David,Andre,David,,Andre Anter,,
DAVIA002,Alvin Davis,Alvin,Davis,,Alvin Glenn,,
DAVIA003,Austin Davis,Austin,Davis,,Austin Richard,,
DAVIB001,Butch Davis,Butch,Davis,,Wallace McArthur,,
DAVIB002,Bob Davidson,Bob,Davidson,,Robert Banks,,
DAVIB003,Ben Davis,Ben,Davis,,Mark Christopher,,
DAVIB004,Brad Davis,Brad,Davis,,Bradley Edward,,
DAVIB005,Blake Davis,Blake,Davis,,Blake Jonathan,,
DAVIB101,Bob Davis,Bob,Davis,,Robert John Eugene,,
DAVIB105,Brock Davis,Brock,Davis,,Bryshear Bennett,,
DAVIB106,Bill Davis,Bill,Davis,,Arthur Willard,,
DAVIC001,Chili Davis,Chili,Davis,,Charles Theodore,,
DAVIC002,Cleatus Davidson,Cleatus,Davidson,,Cleatus Lavon,,
DAVIC003,Chris Davis,Chris,Davis,,Christopher Lyn,Crush,
DAVID001,Doug Davis,Doug,Davis,,Douglas Raymond,,
DAVID002,Doug Davis,Doug,Davis,,Douglas,,
DAVID003,Dave Davidson,Dave,Davidson,,David Lawrence,,
DAVID004,Daniel Davidson,Daniel,Davidson,,Daniel Gerome,,
DAVID101,Dick Davis,Dick,Davis,,Richard Earl,,
DAVIE001,Eric Davis,Eric,Davis,,Eric Keith,,
DAVIE002,Erik Davis,Erik,Davis,,Erik Randall,,
DAVIG001,Glenn Davis,Glenn,Davis,,Glenn Earle,,
DAVIG002,Gerry Davis,Gerry,Davis,,Gerald Edward,,
DAVII001,Ike Davis,Ike,Davis,,Isaac Benjamin,,
DAVIJ001,Jody Davis,Jody,Davis,,Jody Richard,,
DAVIJ002,Joel Davis,Joel,Davis,,Joel Clark,,
DAVIJ003,John Davis,John,Davis,,John Kirk,,
DAVIJ004,J. J. Davis,J. J.,Davis,,Jerry C.,,
DAVIJ005,Jason Davis,Jason,Davis,,Jason Thomas,,
DAVIJ006,J. D. Davis,J. D.,Davis,,Jonathan Gregory,,
DAVIJ007,Jonathan Davis,Jonathan,Davis,,Jonathan R.,,
DAVIK001,Kane Davis,Kane,Davis,,Kane Thomas,,
DAVIK002,Kyle Davies,Kyle,Davies,,Hiram Kyle,,
DAVIK003,Khris Davis,Khris,Davis,,Khristopher Adrian,,
DAVIL001,Lance Davis,Lance,Davis,,Johnny Lance,,
DAVIM001,Mark Davis,Mark,Davis,,Mark William,,
DAVIM002,Mike Davis,Mike,Davis,,Michael Dwayne,,
DAVIM003,Mark Davidson,Mark,Davidson,,John Mark,,
DAVIM004,Mark Davis,Mark,Davis,,Mark Anthony,,
DAVIM005,Matt Davidson,Matt,Davidson,,Matthew Glen,,
DAVIM101,Mike Davison,Mike,Davison,,Michael Lynn,,
DAVIO101,Odie Davis,Odie,Davis,,Odie Ernest,,
DAVIR001,Ron Davis,Ron,Davis,,Ronald Gene,,
DAVIR002,Russ Davis,Russ,Davis,,Russell Stuart,,
DAVIR003,Rajai Davis,Rajai,Davis,,Rajai Lavae,,
DAVIR004,Rookie Davis,Rookie,Davis,,William Theron,,
DAVIR102,Ron Davis,Ron,Davis,,Ronald Everette,,
DAVIS001,Storm Davis,Storm,Davis,,George Earl,,
DAVIS002,Steve Davis,Steve,Davis,,Steven Kennon,,
DAVIS003,Scott Davison,Scott,Davison,,Scotty Ray,,
DAVIS102,Steve Davis,Steve,Davis,,Steven Michael,,
DAVIT001,Trench Davis,Trench,Davis,,Trench Neal,,
DAVIT002,Tim Davis,Tim,Davis,,Timothy Howard,,
DAVIT003,Tommy Davis,Tommy,Davis,,Thomas James,,
DAVIT004,Taylor Davis,Taylor,Davis,,Taylor M.,,
DAVIT102,Ted Davidson,Ted,Davidson,,Thomas Eugene,,
DAVIT103,Tommy Davis,Tommy,Davis,,Herman Thomas,,
DAVIW001,Wade Davis,Wade,Davis,,Wade Allen,,
DAVIW102,Willie Davis,Willie,Davis,,William Henry,,
DAVIZ001,Zach Davies,Zach,Davies,,Zachary Ryan,,
DAWKT001,Travis Dawkins,Travis,Dawkins,,Travis Sentell,,
DAWLB001,Bill Dawley,Bill,Dawley,,William Chester,,
DAWLJ001,Joey Dawley,Joey,Dawley,,Joseph Thomas,,
DAWSA001,Andre Dawson,Andre,Dawson,,Andre Nolan,Hawk,
DAY-B102,Boots Day,Boots,Day,,Charles Frederick,,
DAY-D001,Dewon Day,Dewon,Day,,Amos Dewon,,
DAY-Z001,Zach Day,Zach,Day,,Stephen Zachary,,
DAYEB001,Brian Dayett,Brian,Dayett,,Brian Kelly,,
DAYLK001,Ken Dayley,Ken,Dayley,,Kenneth Grant,,
DAYTG001,Grant Dayton,Grant,Dayton,,Grant A.,,
DEAGR001,Roger Deago,Roger,Deago,,Roger I.,,Villarreal
DEANA001,Austin Dean,Austin,Dean,,Austin James,,
DEANP001,Pat Dean,Pat,Dean,,Patrick Michael,,
DEANT101,Tommy Dean,Tommy,Dean,,Tommy Douglas,,
DEAZA001,Alejandro De Aza,Alejandro,De Aza,,Alejandro Alberto,,Ceda
DEBAD101,Dennis DeBarr,Dennis,DeBarr,,Dennis Lee,,
DECAY001,Yurendell de Caster,Yurendell,de Caster,,Yurendell Eithel,,
DECID001,Doug DeCinces,Doug,DeCinces,,Douglas Vernon,,
DECKC001,Cody Decker,Cody,Decker,,Cody Marshall,,
DECKJ001,Jaff Decker,Jaff,Decker,,Jaff Kyle,,
DECKJ101,Joe Decker,Joe,Decker,,George Henry,,
DECKM101,Marty Decker,Marty,Decker,,Dee Martin,,
DECKS001,Steve Decker,Steve,Decker,,Steven Michael,,
DEDMJ001,Jeff Dedmon,Jeff,Dedmon,,Jeffrey Linden,,
DEDRJ001,Jim Dedrick,Jim,Dedrick,,James Michael,,
DEDUS001,Sam Deduno,Sam,Deduno,,Samuel,,Lake
DEERR001,Rob Deer,Rob,Deer,,Robert George,,
DEESC101,Charlie Dees,Charlie,Dees,,Charles Henry,,
DEETD001,Dean Deetz,Dean,Deetz,,Dean A.,,
