player,fullname,firstname,lastname,suffix,givenname,nickname,matrilineal
LAWRS001,Sean Lawrence,Sean,Lawrence,,Sean Christopher,,
LAWSS101,Steve Lawson,Steve,Lawson,,Steven George,,
LAWTM001,Marcus Lawton,Marcus,Lawton,,Marcus Dwayne,,
LAWTM002,Matt Lawton,Matt,Lawton,,Matthew,,
LAXTB001,Brett Laxton,Brett,Laxton,,Brett William,,
LAXTB101,Bill Laxton,Bill,Laxton,,William Harry,,
LAYAT001,Tim Layana,Tim,Layana,,Timothy Joseph,,
LAYNT001,Tommy Layne,Tommy,Layne,,Thomas Kevin,,
LAZAD101,Danny Lazar,Danny,Lazar,,John Daniel,,
LAZOJ001,Jack Lazorko,Jack,Lazorko,,Jack Thomas,,
LAZOR001,Raudel Lazo,Raudel,Lazo,,Raudel,,Blanco
LEA-C001,Charlie Lea,Charlie,Lea,,Charles William,,
LEACB001,Brent Leach,Brent,Leach,,Brent Allen,,
LEACJ001,Jalal Leach,Jalal,Leach,,Jalal Donnell,,
LEACR001,Rick Leach,Rick,Leach,,Richard Max,,
LEACT001,Terry Leach,Terry,Leach,,Terry Hester,,
LEAGB001,Brandon League,Brandon,League,,Brandon Paul,,
LEAKM001,Mike Leake,Mike,Leake,,Michael Raymond,,
LEALL001,Luis Leal,Luis,Leal,,Luis Enrique,,Alvarado
LEART001,Tim Leary,Tim,Leary,,Timothy James,,
LEATJ001,Jack Leathersich,Jack,Leathersich,,John Victor,,
LEBLW001,Wade LeBlanc,Wade,LeBlanc,,Wade Matthew,,
LECLJ001,Jose Leclerc,Jose,Leclerc,,Jose Ramon,,
LECRM001,Matt LeCroy,Matt,LeCroy,,Matthew Hanks,,
LECUS001,Sam LeCure,Sam,LeCure,,Samuel R.,,
LEDEA001,Aaron Ledesma,Aaron,Ledesma,,Aaron David,,
LEDER001,Ricky Ledee,Ricky,Ledee,,Ricardo Alberto,,
LEDEW001,Wil Ledezma,Wil,Ledezma,,Wilfredo Jose,,
LEE-B001,Braxton Lee,Braxton,Lee,,Braxton Russell,,
LEE-B101,Bill Lee,Bill,Lee,,William Francis,Spaceman,
LEE-B104,Bob Lee,Bob,Lee,,Robert Dean,Moose; Horse,
LEE-C001,Carlos Lee,Carlos,Lee,,Carlos,El Caballo,Noriel
LEE-C002,Corey Lee,Corey,Lee,,Corey Wayne,,
LEE-C003,Cliff Lee,Cliff,Lee,,Clifton Phifer,,
LEE-C004,C. C. Lee,C. C.,Lee,,Chen-Chang,,
LEE-D001,Derek Lee,Derek,Lee,,Derek Gerald,,
LEE-D002,Derrek Lee,Derrek,Lee,,Derrek Leon,,
LEE-D003,David Lee,David,Lee,,David Emmer,,
LEE-D004,Dae-ho Lee,Dae-ho,Lee,,Dae-ho,,
LEE-D102,Don Lee,Don,Lee,,Donald Edward,,
LEE-L101,Leron Lee,Leron,Lee,,Leron,,
LEE-M001,Manuel Lee,Manuel,Lee,,Manuel Lora,Manny,
LEE-M002,Mark Lee,Mark,Lee,,Mark Owen,,
LEE-M101,Mark Lee,Mark,Lee,,Mark Linden,,
LEE-S001,Sang-Hoon Lee,Sang-Hoon,Lee,,Sang-Hoon,,
LEE-T001,Terry Lee,Terry,Lee,,Terry James,,
LEE-T002,Travis Lee,Travis,Lee,,Travis Reynolds,,
LEE-Z001,Zach Lee,Zach,Lee,,Zachary Stephen,,
LEEPD001,Dave Leeper,Dave,Leeper,,David Dale,,
LEESC001,Charles Leesman,Charles,Leesman,,Charles James,,
LEFEJ001,Joe Lefebvre,Joe,Lefebvre,,Joseph Henry,,
LEFEJ101,Jim Lefebvre,Jim,Lefebvre,,James Kenneth,,
LEFFC001,Craig Lefferts,Craig,Lefferts,,Craig Lindsay,,
LEFLR101,Ron LeFlore,Ron,LeFlore,,Ronald,,
LEFTP001,Phil Leftwich,Phil,Leftwich,,Phillip Dale,,
LEGGG001,Greg Legg,Greg,Legg,,Gregory Lynn,,
LEHRJ001,Justin Lehr,Justin,Lehr,,Charles Larry,,
LEIBC001,Charlie Leibrandt,Charlie,Leibrandt,,Charles Louis,,
LEICJ001,Jon Leicester,Jon,Leicester,,Jonathan David,,
LEIPD001,Dave Leiper,Dave,Leiper,,David Paul,,
LEISJ001,John Leister,John,Leister,,John William,,
LEITA001,Al Leiter,Al,Leiter,,Alois Terry,,
LEITM001,Mark Leiter,Mark,Leiter,,Mark Edward,,
LEITM002,Mark Leiter Jr.,Mark,Leiter,Jr.,Mark Edward,,
LEIUS001,Scott Leius,Scott,Leius,,Scott Thomas,,
LEJOD101,Don LeJohn,Don,LeJohn,,Donald Everett,,
LEMAD001,DJ LeMahieu,DJ,LeMahieu,,David John,,
LEMAD101,Dave Lemanczyk,Dave,Lemanczyk,,David Lawrence,,
LEMAD102,Denny Lemaster,Denny,Lemaster,,Denver Clayton,,
LEMAJ001,Johnnie LeMaster,Johnnie,LeMaster,,Johnnie Lee,,
LEMKM001,Mark Lemke,Mark,Lemke,,Mark Alan,,
LEMOC001,Chet Lemon,Chet,Lemon,,Chester Earl,The Jet,
LEMOD101,Dave Lemonds,Dave,Lemonds,,David Lee,,
LEMOM101,Mark Lemongello,Mark,Lemongello,,Mark,,
LENNP001,Pat Lennon,Pat,Lennon,,Patrick Orlando,,
LENTJ101,Jim Lentine,Jim,Lentine,,James Matthew,,
LEONA001,Arnold Leon,Arnold,Leon,,Alex Arnold,,
LEONA002,Arcenio Leon,Arcenio,Leon,,Arcenio,,
LEOND001,Dennis Leonard,Dennis,Leonard,,Dennis Patrick,,
LEOND002,Danny Leon,Danny,Leon,,Danilo Enrique,,Lineco
LEOND003,Dominic Leone,Dominic,Leone,,Dominic Joseph,,
LEOND101,Dave Leonhard,Dave,Leonhard,,David Paul,,
LEONE102,Eddie Leon,Eddie,Leon,,Eduardo Antonio,,
LEONJ001,Jeffrey Leonard,Jeffrey,Leonard,,Jeffrey,,
LEONJ002,Jose Leon,Jose,Leon,,Jose Geraldo,,Vega
LEONJ003,Justin Leone,Justin,Leone,,Justin Paul,,
LEONM001,Mark Leonard,Mark,Leonard,,Mark David,,
LEONM101,Max Leon,Max,Leon,,Maximino,,Molino
LEONS001,Sandy Leon,Sandy,Leon,,Sandy David,,Balan
LEPPD101,Don Leppert,Don,Leppert,,Donald George,,
LERCR001,Randy Lerch,Randy,Lerch,,Randy Louis,,
LEREA001,Anthony Lerew,Anthony,Lerew,,Anthony Allen,,
LEROC001,Chris Leroux,Chris,Leroux,,Christopher A.,,
LEROJ001,John LeRoy,John,LeRoy,,John Michael,,
LERSB101,Barry Lersch,Barry,Lersch,,Barry Lee,,
LERUS001,Steven Lerud,Steven,Lerud,,Steven James,,
LESHB001,Brian Lesher,Brian,Lesher,,Brian Herbert,,
LESHD101,Don Leshnock,Don,Leshnock,,Donald Lee,,
LESKC001,Curt Leskanic,Curt,Leskanic,,Curtis John,,
LESLB001,Brad Lesley,Brad,Lesley,,Bradley Jay,The Animal,
LESTJ001,Jon Lester,Jon,Lester,,Jonathan Tyler,,
LEVIA001,Al Levine,Al,Levine,,Alan Brian,,
LEVIJ001,Jesse Levis,Jesse,Levis,,Jesse,,
LEVRA001,Allen Levrault,Allen,Levrault,,Allen Harry,,
LEWAD101,Dennis Lewallyn,Dennis,Lewallyn,,Dennis Dale,,
LEWIA001,Artie Lewicki,Artie,Lewicki,,Arthur Michael,,
LEWIA101,Allan Lewis,Allan,Lewis,,Allan Sydney,The Panamanian Express,
LEWIC001,Colby Lewis,Colby,Lewis,,Colby Preston,,
LEWID001,Darren Lewis,Darren,Lewis,,Darren Joel,,
LEWIF001,Fred Lewis,Fred,Lewis,,Frederick Deshaun,,
LEWIJ001,Jim Lewis,Jim,Lewis,,James Martin,,
LEWIJ002,Jim Lewis,Jim,Lewis,,James Steven,,
LEWIJ003,Jensen Lewis,Jensen,Lewis,,Jensen Daniel,,
LEWIJ102,Johnny Lewis Sr.,Johnny,Lewis,Sr.,Johnny Joe,,
LEWIM001,Mark Lewis,Mark,Lewis,,Mark David,,
LEWIR001,Richie Lewis,Richie,Lewis,,Richie Todd,,
LEWIR002,Rommie Lewis,Rommie,Lewis,,Rommie Lee,,
LEWIS001,Scott Lewis,Scott,Lewis,,Scott Allen,,
LEWIS002,Scott Lewis,Scott,Lewis,,Scott Edwin,,
LEY-T101,Terry Ley,Terry,Ley,,Terrance Richard,,
LEYRJ001,Jim Leyritz,Jim,Leyritz,,James Joseph,The King,
LEZCC101,Carlos Lezcano,Carlos,Lezcano,,Carlos Manuel,,Rubio
LEZCS001,Sixto Lezcano,Sixto,Lezcano,,Sixto Joaquin,,Curras
LIBEA001,Adam Liberatore,Adam,Liberatore,,Adam Joseph,,
LIBRF101,Frankie Libran,Frankie,Libran,,Francisco,,Rosas
LICKJ101,John Lickert,John,Lickert,,John Wilbur,,
LIDDA001,Alex Liddi,Alex,Liddi,,Alessandro,,
LIDDD001,Dave Liddell,Dave,Liddell,,David Alexander,,
LIDGB001,Brad Lidge,Brad,Lidge,,Bradley Thomas,,
LIDLC001,Cory Lidle,Cory,Lidle,,Cory Fulton,,
LIEBJ001,Jon Lieber,Jon,Lieber,,Jonathan Ray,,
LIEBM001,Mike Lieberthal,Mike,Lieberthal,,Michael Scott,,
LIEFJ001,Jeff Liefer,Jeff,Liefer,,Jeffrey David,,
LIGHP001,Pat Light,Pat,Light,,Patrick James,,
LIGTK001,Kerry Ligtenberg,Kerry,Ligtenberg,,Kerry Dale,,
LILLB001,Brent Lillibridge,Brent,Lillibridge,,Brent Stuart,,
LILLB101,Bob Lillis,Bob,Lillis,,Robert Perry,,
LILLD001,Derek Lilliquist,Derek,Lilliquist,,Derek Jansen,,
LILLT001,Ted Lilly,Ted,Lilly,,Theodore Roosevelt,,
LIM-C001,Chang-Yong Lim,Chang-Yong,Lim,,Chang-Yong,,
LIMAJ001,Jose Lima,Jose,Lima,,Jose Desiderio Rodriguez,,
LIN-C001,Che-Hsuan Lin,Che-Hsuan,Lin,,Che-Hsuan,,
LIN-T001,Tzu-Wei Lin,Tzu-Wei,Lin,,Tzu-Wei,,
LINAR001,Rufino Linares,Rufino,Linares,,Rufino de la Cruz,,
LINCB001,Brad Lincoln,Brad,Lincoln,,Brad Eric,,
LINCM001,Mike Lincoln,Mike,Lincoln,,Michael George,,
LINCT001,Tim Lincecum,Tim,Lincecum,,Timothy LeRoy,The Freak,
LINDA001,Adam Lind,Adam,Lind,,Adam Alan,,
LINDB001,Bill Lindsey,Bill,Lindsey,,William Donald,,
LINDD001,Doug Lindsey,Doug,Lindsey,,Michael Douglas,,
LINDF001,Francisco Lindor,Francisco,Lindor,,Francisco Miguel,,
LINDJ001,Jim Lindeman,Jim,Lindeman,,James William,,
LINDJ002,Jose Lind,Jose,Lind,,Jose,Chico,Salgado
LINDJ003,John Lindsey,John,Lindsey,,John William,,
LINDJ004,Josh Lindblom,Josh,Lindblom,,Joshua William,,
LINDJ005,Jacob Lindgren,Jacob,Lindgren,,Jacob Stephen,,
LINDJ103,Jack Lind,Jack,Lind,,Jackson Hugh,,
LINDM001,Matt Lindstrom,Matt,Lindstrom,,Matthew Raymond,,
LINDP101,Paul Lindblad,Paul,Lindblad,,Paul Aaron,,
LINDR001,Rod Lindsey,Rod,Lindsey,,Rodney Lee,,
LINDS001,Shane Lindsay,Shane,Lindsay,,Shane Anthony,,
LINDT001,Todd Linden,Todd,Linden,,Todd Anthony,,
LINED101,Dick Lines,Dick,Lines,,Richard George,,
LINES001,Scott Linebrink,Scott,Linebrink,,Scott Cameron,,
LINIC001,Cole Liniak,Cole,Liniak,,Cole Edward,,
LINKJ001,Jon Link,Jon,Link,,Jon Paul,,
LINTD001,Doug Linton,Doug,Linton,,Douglas Warren,,
LINTL101,Larry Lintz,Larry,Lintz,,Larry,,
LINZF101,Frank Linzy,Frank,Linzy,,Frank Alfred,,
LINZP101,Phil Linz,Phil,Linz,,Philip Francis,,
LIRAF001,Felipe Lira,Felipe,Lira,,Antonio Felipe,,
LIRIF001,Francisco Liriano,Francisco,Liriano,,Francisco Casillas,,
LIRIN001,Nelson Liriano,Nelson,Liriano,,Nelson Arturo,,Bonilla
LIRIP001,Pedro Liriano,Pedro,Liriano,,Pedro Antonio,,
LIRIR001,Rymer Liriano,Rymer,Liriano,,Rymer Omar,,
LIS-J101,Joe Lis,Joe,Lis,,Joseph Anthony,,
LISIR101,Rick Lisi,Rick,Lisi,,Ricardo Patrick Emilio,,
LISTP001,Pat Listach,Pat,Listach,,Patrick Alan,,
LITSJ001,Jesse Litsch,Jesse,Litsch,,Jesse Allen,,
LITTB001,Bryan Little,Bryan,Little,,Richard Bryan,Twig,
LITTD101,Dennis Littlejohn,Dennis,Littlejohn,,Dennis Gerald,,
LITTG001,Greg Litton,Greg,Litton,,Jon Gregory,,
LITTJ101,Jeff Little,Jeff,Little,,Donald Jeffrey,,
LITTJ102,John Littlefield,John,Littlefield,,John Andrew,,
LITTL101,Larry Littleton,Larry,Littleton,,Larry Marvin,,
LITTM001,Mark Little,Mark,Little,,Mark Travis,,
LITTM101,Mark Littell,Mark,Littell,,Mark Alan,Country,
LITTS001,Scott Little,Scott,Little,,Dennis Scott,,
LITTW001,Wes Littleton,Wes,Littleton,,Wes Avi,,
LITTZ001,Zack Littell,Zack,Littell,,Zack Stuart,,
LIVEB001,Ben Lively,Ben,Lively,,Edward Bennett,,
LIVIB001,Bobby Livingston,Bobby,Livingston,,Robert James,,
LIVIS001,Scott Livingstone,Scott,Livingstone,,Scott Louis,,
LIZ-R001,Radhames Liz,Radhames,Liz,,Radhames Corey,,
LLENW101,Winston Llenas,Winston,Llenas,,Winston Enriquillo,,Davilla
LLOYG001,Graeme Lloyd,Graeme,Lloyd,,Graeme John,,
LLOYK001,Kyle Lloyd,Kyle,Lloyd,,Kyle Christopher,,
LO--C001,Chia-Jen Lo,Chia-Jen,Lo,,Chia-Jen,,
LOAIE001,Esteban Loaiza,Esteban,Loaiza,,Esteban Antonio,,Veyna
LOAIJ001,Jonathan Loaisiga,Jonathan,Loaisiga,,Jonathan Stanley,,Estrada
LOBAJ001,Jose Lobaton,Jose,Lobaton,,Jose Manuel,,
LOBSK001,Kyle Lobstein,Kyle,Lobstein,,Kyle Eric,,
LOCAT001,Tim Locastro,Tim,Locastro,,Timothy Donald,,
LOCKB101,Bobby Locke,Bobby,Locke,,Lawrence Donald,,
LOCKB102,Bob Locker,Bob,Locker,,Robert Awtry,,
LOCKD101,Don Lock,Don,Lock,,Don Wilson,,
LOCKG101,Gene Locklear,Gene,Locklear,,Gene,,
LOCKJ001,Jeff Locke,Jeff,Locke,,Jeffrey Alan,,
LOCKK001,Keith Lockhart,Keith,Lockhart,,Keith Virgil,,
LOCKR101,Ron Locke,Ron,Locke,,Ronald Thomas,,
LOCKS101,Skip Lockwood,Skip,Lockwood,,Claude Edward,,
LOCKW001,Walker Lockett,Walker,Lockett,,Andrew Walker,,
LODUP001,Paul Lo Duca,Paul,Lo Duca,,Paul Anthony,,
LOE-K001,Kameron Loe,Kameron,Loe,,Kameron David,,
LOEWA001,Adam Loewen,Adam,Loewen,,Adam Alexander,,
LOEWC001,Carlton Loewer,Carlton,Loewer,,Carlton Edward,,
LOFTJ001,James Lofton,James,Lofton,,James O'Neal,,
LOFTK001,Kenny Lofton,Kenny,Lofton,,Kenneth,,
LOGAB001,Boone Logan,Boone,Logan,,Boone,,
LOGAN001,Nook Logan,Nook,Logan,,Exavier Prente,,
LOHSK001,Kyle Lohse,Kyle,Lohse,,Kyle Matthew,,
LOISA101,Alberto Lois,Alberto,Lois,,Alberto,,
LOISR001,Rich Loiselle,Rich,Loiselle,,Richard Frank,,
LOLIM101,Mickey Lolich,Mickey,Lolich,,Michael Stephen,,
LOLIR101,Ron Lolich,Ron,Lolich,,Ronald John,,
LOLLR001,Ryan Lollis,Ryan,Lollis,,Ryan Matthew,,
LOLLT001,Tim Lollar,Tim,Lollar,,William Timothy,,
LOMAD001,Doug Loman,Doug,Loman,,Douglas Edward,,
LOMAS001,Steve Lomasney,Steve,Lomasney,,Steven James,,
LOMBG001,George Lombard,George,Lombard,,George Paul,,
LOMBP001,Phil Lombardi,Phil,Lombardi,,Phillip Arden,,
LOMBS001,Steve Lombardozzi Sr.,Steve,Lombardozzi,Sr.,Stephen Paul,,
LOMBS002,Steve Lombardozzi Jr.,Steve,Lombardozzi,Jr.,Stephen Anthony Paul,,
LOMOK001,Kevin Lomon,Kevin,Lomon,,Kevin Dale,,
LONBJ101,Jim Lonborg,Jim,Lonborg,,James Reynold,,
LONEJ001,James Loney,James,Loney,,James Anthony,,
LONGB001,Bob Long,Bob,Long,,Robert Earl,,
LONGB002,Bill Long,Bill,Long,,William Douglas,,
LONGE001,Evan Longoria,Evan,Longoria,,Evan Michael,,
LONGJ001,Joey Long,Joey,Long,,Joey J.,,
LONGJ101,Jeoff Long,Jeoff,Long,,Jeoffrey Keith,,
LONGR001,Ryan Long,Ryan,Long,,Ryan Marcus,,
LONGT001,Tony Longmire,Tony,Longmire,,Anthony Eugene,,
LONGT002,Terrence Long,Terrence,Long,,Terrence Deon,,
LOOKB101,Bruce Look,Bruce,Look,,Bruce Michael,,
LOONB001,Brian Looney,Brian,Looney,,Brian James,,
LOOPA001,Aaron Looper,Aaron,Looper,,Aaron Joseph,,
LOOPB001,Braden Looper,Braden,Looper,,Braden LaVern,,
LOPEA001,Aurelio Lopez,Aurelio,Lopez,,Aurelio Alejandro,,Rios
LOPEA002,Albie Lopez,Albie,Lopez,,Albert Anthony,,
LOPEA003,Aquilino Lopez,Aquilino,Lopez,,Aquilino,,Roa
LOPEA004,Arturo Lopez,Arturo,Lopez,,Javier Arturo,,
LOPEA101,Art Lopez,Art,Lopez,,Arturo,,Rodriguez
LOPEC101,Carlos Lopez,Carlos,Lopez,,Carlos Antonio,,Morales
LOPED001,Davey Lopes,Davey,Lopes,,David Earl,,
LOPEF001,Felipe Lopez,Felipe,Lopez,,Felipe,,
LOPEH101,Hector Lopez,Hector,Lopez,,Hector Headley,,Swainson
LOPEJ001,Javy Lopez,Javy,Lopez,,Javier,,Torres
LOPEJ002,Javier Lopez,Javier,Lopez,,Javier Alfonso,,
LOPEJ003,Jose Lopez,Jose,Lopez,,Jose Celestino,,
LOPEJ004,Jorge Lopez,Jorge,Lopez,,Jorge Yabiel,,Ramos
LOPEL001,Luis Lopez,Luis,Lopez,,Luis Antonio,,
LOPEL002,Luis Lopez,Luis,Lopez,,Luis Manuel,,Santos
LOPEL003,Luis Lopez,Luis,Lopez,,Luis,,
LOPEM001,Mendy Lopez,Mendy,Lopez,,Mendy,,Aude
LOPEM002,Mickey Lopez,Mickey,Lopez,,Raymond Michael,,
LOPEM101,Marcelino Lopez,Marcelino,Lopez,,Marcelino Pons,,
LOPEP001,Pedro Lopez,Pedro,Lopez,,Pedro Michel,,
LOPEP002,Pablo Lopez,Pablo,Lopez,,Pablo Jose,,Serra
LOPER001,Rodrigo Lopez,Rodrigo,Lopez,,Rodrigo,,Munoz
LOPER002,Rafael Lopez,Rafael,Lopez,,Rafael Manuel,,
LOPER003,Reynaldo Lopez,Reynaldo,Lopez,,Reynaldo Starling,,Kely
LOPER101,Ramon Lopez,Ramon,Lopez,,Jose Ramon,,Hevia
LOPEW001,Wilton Lopez,Wilton,Lopez,,Wilton,,
LOPEY001,Yoan Lopez,Yoan,Lopez,,Yoan,,Leyva
LOREM001,Mark Loretta,Mark,Loretta,,Mark David,,
LOREM002,Michael Lorenzen,Michael,Lorenzen,,Michael Clifton,,
LORRA001,Andrew Lorraine,Andrew,Lorraine,,Andrew Jason,,
LOUCS001,Scott Loucks,Scott,Loucks,,Scott Gregory,,
LOUGD001,David Lough,David,Lough,,David Dennis,,
LOUGL101,Larry Loughlin,Larry,Loughlin,,Larry John,,
LOUND101,Don Loun,Don,Loun,,Donald Nelson,,
LOUPA001,Aaron Loup,Aaron,Loup,,Aaron Christopher,,
LOUXS001,Shane Loux,Shane,Loux,,Shane A.,,
LOVEV001,Vance Lovelace,Vance,Lovelace,,Vance Odell,,
LOVIJ101,Jay Loviglio,Jay,Loviglio,,John Paul,,
LOVIJ102,Joe Lovitto,Joe,Lovitto,,Joseph,,
LOVUT001,Torey Lovullo,Torey,Lovullo,,Salvatore Anthony,,
LOWEB001,Brandon Lowe,Brandon,Lowe,,Brandon Norman,,
LOWED001,Derek Lowe,Derek,Lowe,,Derek Christopher,,
LOWED002,Devon Lowery,Devon,Lowery,,Devon Eugene,,
LOWEJ001,John Lowenstein,John,Lowenstein,,John Lee,,
LOWEM001,Mike Lowell,Mike,Lowell,,Michael Averett,,
LOWEM002,Mark Lowe,Mark,Lowe,,Mark Christopher,,
LOWES001,Sean Lowe,Sean,Lowe,,Jonathan Sean,,
LOWET001,Terrell Lowery,Terrell,Lowery,,Quenton Terrell,,
LOWRD001,Dwight Lowry,Dwight,Lowry,,Dwight,,
LOWRJ001,Jed Lowrie,Jed,Lowrie,,Jed Carlson,,
LOWRN001,Noah Lowry,Noah,Lowry,,Noah Ryan,,
LOYNM001,Mike Loynd,Mike,Loynd,,Michael Wallace,,
LOZAW001,Willie Lozado,Willie,Lozado,,William,,
LUBRS101,Steve Lubratich,Steve,Lubratich,,Steven George,,
LUCAE001,Ed Lucas,Ed,Lucas,,Edward Lee,,
LUCAG001,Gary Lucas,Gary,Lucas,,Gary Paul,,
LUCAJ001,Josh Lucas,Josh,Lucas,,Joshua Timothy,,
LUCCJ001,Joey Lucchesi,Joey,Lucchesi,,Joseph George,,
LUCRJ001,Jonathan Lucroy,Jonathan,Lucroy,,Jonathan Charles,,
LUCYD001,Donny Lucy,Donny,Lucy,,Donald Hassett,,
LUDWE001,Eric Ludwick,Eric,Ludwick,,Eric David,,
LUDWR001,Ryan Ludwick,Ryan,Ludwick,,Ryan Andrew,,
LUEBC001,Cory Luebke,Cory,Luebke,,Cory Robert,,
LUEBL001,Larry Luebbers,Larry,Luebbers,,Larry Christopher,,
LUEBS101,Steve Luebber,Steve,Luebber,,Stephen Lee,,
LUECR001,Rick Luecken,Rick,Luecken,,Richard Fred,,
LUEKJ001,Josh Lueke,Josh,Lueke,,Joshua William,,
LUETL001,Lucas Luetge,Lucas,Luetge,,Lucas Lester,,
LUGOD001,Dawel Lugo,Dawel,Lugo,,Dawel Leoner,,Baez
LUGOJ001,Julio Lugo,Julio,Lugo,,Julio Cesar,,
LUGOR001,Urbano Lugo,Urbano,Lugo,,Rafael Urbano,,Colina
LUGOR002,Ruddy Lugo,Ruddy,Lugo,,Ruddy Joraider,,
LUGOS001,Seth Lugo,Seth,Lugo,,Jacob Seth,,
LUKAM001,Mark Lukasiewicz,Mark,Lukasiewicz,,Mark Francis,,
LUKAR001,Rob Lukachyk,Rob,Lukachyk,,Robert James,,
LUKEM001,Matt Luke,Matt,Luke,,Matthew Clifford,,
LUM-M101,Mike Lum,Mike,Lum,,Michael Ken-Wai,,
LUMPJ101,Jerry Lumpe Jr.,Jerry,Lumpe,Jr.,Jerry Dean,,
LUNAF001,Fernando Lunar,Fernando,Lunar,,Fernando Jose,,
LUNAH001,Hector Luna,Hector,Luna,,Hector R.,,
LUNDD001,David Lundquist,David,Lundquist,,David Bruce,,
LUNDG101,Gordy Lund,Gordy,Lund,,Gordon Thomas,,
LUNDT101,Tom Lundstedt,Tom,Lundstedt,,Thomas Robert,,
LUNST001,Trey Lunsford,Trey,Lunsford,,James Lewis,,
LUPLA101,Al Luplow,Al,Luplow,,Alvin David,,
LUPLJ001,Jordan Luplow,Jordan,Luplow,,Jordan Thomas,,
LUSAS001,Scott Lusader,Scott,Lusader,,Scott Edward,,
LUTZD001,Donald Lutz,Donald,Lutz,,Donald Thomas,,
LUTZZ001,Zach Lutz,Zach,Lutz,,Zachary Craig,,
LUULK001,Keith Luuloa,Keith,Luuloa,,Keith H. M.,,
LUZIG001,Greg Luzinski,Greg,Luzinski,,Gregory Michael,,
LYDEM001,Mitch Lyden,Mitch,Lyden,,Mitchell Scott,,
LYDYS001,Scott Lydy,Scott,Lydy,,Donald Scott,,
LYLEJ001,Jordan Lyles,Jordan,Lyles,,Jordan Horton,,
LYLES101,Sparky Lyle,Sparky,Lyle,,Albert Walter,,
LYNCE001,Ed Lynch,Ed,Lynch,,Edward Francis,,
LYNCJ102,Jerry Lynch,Jerry,Lynch,,Gerald Thomas,,
LYNNF001,Fred Lynn,Fred,Lynn,,Fredric Michael,,
LYNNL001,Lance Lynn,Lance,Lynn,,Michael Lance,,
LYONB001,Bill Lyons,Bill,Lyons,,William Allen,,
LYONB002,Barry Lyons,Barry,Lyons,,Barry Stephen,,
LYONB003,Brandon Lyon,Brandon,Lyon,,Brandon James,,
LYONC001,Curt Lyons,Curt,Lyons,,Curt Russell,,
LYONS001,Steve Lyons,Steve,Lyons,,Stephen John,Psycho,
LYONT001,Tyler Lyons,Tyler,Lyons,,Tyler William,,
LYSAR001,Rick Lysander,Rick,Lysander,,Richard Eugene,,
LYTTJ101,Jim Lyttle,Jim,Lyttle,,James Lawrence,,
MAASK001,Kevin Maas,Kevin,Maas,,Kevin Christian,,
MABEC001,Chris Mabeus,Chris,Mabeus,,Christopher Eugene,,
MABRJ001,John Mabry,John,Mabry,,John Steven,,
MACCF101,Frank MacCormack,Frank,MacCormack,,Frank Louis,,
MACDM001,Mike MacDougal,Mike,MacDougal,,Robert Meiklejohn,,
MACDR001,Bob Macdonald,Bob,Macdonald,,Robert Joseph,,
MACFM001,Mike Macfarlane,Mike,Macfarlane,,Michael Andrew,,
MACHA001,Anderson Machado,Anderson,Machado,,Anderson Javier,,
MACHA002,Alejandro Machado,Alejandro,Machado,,Alejandro Jose,,
MACHA003,Andres Machado,Andres,Machado,,Andres Eduardo,,
MACHC101,Chuck Machemehl,Chuck,Machemehl,,Charles Walter,,
MACHD001,Dixon Machado,Dixon,Machado,,Dixon Javier,,Moreno
MACHD101,Dave Machemer,Dave,Machemer,,David Ritchie,,
MACHJ001,Julio Machado,Julio,Machado,,Julio Segundo,,Rondon
MACHJ002,Jean Machi,Jean,Machi,,Jean Manuel,,
MACHK101,Ken Macha,Ken,Macha,,Kenneth Edward,,
MACHM001,Manny Machado,Manny,Machado,,Manuel Arturo,,
MACHM101,Mike Macha,Mike,Macha,,Michael William,,
MACHR001,Robert Machado,Robert,Machado,,Robert Alexis,,
MACID001,Drew Macias,Drew,Macias,,Andres Apolonio,,
MACIJ001,Jose Macias,Jose,Macias,,Jose Prado,,Salazar
MACKK101,Ken MacKenzie,Ken,MacKenzie,,Kenneth Purvis,,
MACKP101,Pete Mackanin,Pete,Mackanin,,Peter,,
MACKQ001,Quinn Mack,Quinn,Mack,,Quinn David,,
MACKR001,Rob Mackowiak,Rob,Mackowiak,,Robert William,,
MACKS001,Shane Mack,Shane,Mack,,Shane Lee,,
MACKS101,Steve Macko,Steve,Macko,,Steven Joseph,,
MACKT001,Tony Mack,Tony,Mack,,Tony Lynn,,
MACLE001,Evan MacLane,Evan,MacLane,,Evan Alan,,
MACLL001,Lonnie Maclin,Lonnie,Maclin,,Lonnie Lee,,
MACRM001,Matt Macri,Matt,Macri,,Matthew Michael,,
MACRS001,Scott MacRae,Scott,MacRae,,Scott Patrick,,
MACWK101,Keith MacWhorter,Keith,MacWhorter,,Keith,,
MADDA001,Austin Maddox,Austin,Maddox,,Austin D.,,
MADDE101,Elliott Maddox,Elliott,Maddox,,Elliott,,
MADDG001,Garry Maddox,Garry,Maddox,,Garry Lee,,
MADDG002,Greg Maddux,Greg,Maddux,,Gregory Alan,Mad Dog,
MADDJ101,Jerry Maddox,Jerry,Maddox,,Jerry Glenn,,
MADDM001,Mike Madden,Mike,Madden,,Michael Anthony,,
MADDM002,Mike Maddux,Mike,Maddux,,Michael Ausley,,
